InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
INV002325,SC9804,Metal Lantern,20,2023-06-19 05:18:18.219643,46.45,C00077,Belgium
INV002326,SC3307,Metal Lantern,30,2023-06-19 07:03:09.397879,73.68,C00035,Germany
INV002327,SC8133,Scented Candle,45,2023-06-19 08:48:00.576115,64.17,C00045,Germany
INV002328,SC7509,Scented Candle,8,2023-06-19 10:32:51.754350,17.25,C00150,Germany
INV002329,SC6906,Cotton Bag,38,2023-06-19 12:17:42.932586,140.83,C00068,Netherlands
INV002330,SC3591,Metal Lantern,17,2023-06-19 14:02:34.110822,8.08,C00254,United Kingdom
INV002331,SC8183,Scented Candle,44,2023-06-19 15:47:25.289057,112.84,C00017,United Kingdom
INV002332,SC6248,Glass Vase,1,2023-06-19 17:32:16.467293,12.11,C00261,United Kingdom
INV002333,SC9766,Scented Candle,3,2023-06-19 19:17:07.645529,70.89,C00213,Germany
INV002334,SC6108,Wooden Frame,46,2023-06-19 21:01:58.823764,27.55,C00313,United Kingdom
INV002335,SC4604,Cotton Bag,26,2023-06-19 22:46:50.002000,22.45,C00256,Spain
INV002336,SC1669,Wall Clock,31,2023-06-20 00:31:41.180236,20.2,C00216,United Kingdom
INV002337,SC5364,Vintage Mug,8,2023-06-20 02:16:32.358471,68.74,,Belgium
INV002338,SC8329,Ceramic Bowl,43,2023-06-20 04:01:23.536707,78.05,C00286,Belgium
INV002339,SC2283,Vintage Mug,46,2023-06-20 05:46:14.714942,21.31,C00007,Belgium
INV002340,SC1923,Vintage Mug,8,2023-06-20 07:31:05.893178,146.94,C00380,Spain
INV002341,SC2125,Bamboo Tray,35,2023-06-20 09:15:57.071414,39.78,C00199,United Kingdom
INV002342,SC2529,Wall Clock,39,2023-06-20 11:00:48.249649,69.64,C00091,Germany
INV002343,SC9438,Scented Candle,28,2023-06-20 12:45:39.427885,33.62,C00147,United Kingdom
INV002344,SC4711,Bamboo Tray,4,2023-06-20 14:30:30.606121,74.85,C00150,Japan
INV002345,SC9004,Vintage Mug,16,2023-06-20 16:15:21.784356,113.77,C00052,United Kingdom
INV002346,SC7274,Wooden Frame,13,2023-06-20 18:00:12.962592,78.88,C00243,Australia
INV002347,SC4864,Ceramic Bowl,20,2023-06-20 19:45:04.140828,43.92,C00219,Spain
INV002348,SC8833,Vintage Mug,5,2023-06-20 21:29:55.319063,38.39,C00006,Sweden
INV002349,SC7788,Metal Lantern,37,2023-06-20 23:14:46.497299,114.2,C00109,Spain
INV002350,SC1226,Wall Clock,20,2023-06-21 00:59:37.675535,19.06,C00351,Netherlands
INV002351,SC1264,Wall Clock,24,2023-06-21 02:44:28.853770,56.44,C00066,Germany
INV002352,SC1645,Wall Clock,36,2023-06-21 04:29:20.032006,24.0,C00010,Australia
INV002353,SC8544,Cotton Bag,34,2023-06-21 06:14:11.210242,39.81,C00202,United Kingdom
INV002354,SC6569,Cotton Bag,45,2023-06-21 07:59:02.388477,24.17,C00282,Belgium
INV002355,SC3990,Glass Vase,48,2023-06-21 09:43:53.566713,133.19,C00389,France
INV002356,SC3504,Throw Pillow,34,2023-06-21 11:28:44.744948,110.19,C00214,United Kingdom
INV002357,SC1587,Ceramic Bowl,19,2023-06-21 13:13:35.923184,84.8,C00068,Belgium
INV002358,SC5079,Bamboo Tray,17,2023-06-21 14:58:27.101420,34.83,C00247,France
INV002359,SC4348,Scented Candle,5,2023-06-21 16:43:18.279655,77.27,C00354,USA
INV002360,SC7299,Vintage Mug,25,2023-06-21 18:28:09.457891,78.84,C00327,USA
INV002361,SC4831,Throw Pillow,18,2023-06-21 20:13:00.636127,89.17,C00050,USA
INV002362,SC9381,Scented Candle,8,2023-06-21 21:57:51.814362,10.42,C00017,United Kingdom
INV002363,SC2715,Bamboo Tray,27,2023-06-21 23:42:42.992598,145.98,C00011,United Kingdom
INV002364,SC7450,Throw Pillow,15,2023-06-22 01:27:34.170834,70.62,C00309,Belgium
INV002365,SC6433,Scented Candle,45,2023-06-22 03:12:25.349069,139.09,C00306,Belgium
INV002366,SC2098,Wooden Frame,13,2023-06-22 04:57:16.527305,2.96,C00392,Germany
INV002367,SC8096,Cotton Bag,16,2023-06-22 06:42:07.705541,38.26,C00124,Germany
INV002368,SC3326,Bamboo Tray,22,2023-06-22 08:26:58.883776,16.94,C00225,United Kingdom
INV002369,SC7416,Ceramic Bowl,20,2023-06-22 10:11:50.062012,115.79,C00244,Japan
INV002370,SC7980,Metal Lantern,13,2023-06-22 11:56:41.240248,49.04,C00318,United Kingdom
INV002371,SC7763,Wooden Frame,20,2023-06-22 13:41:32.418483,126.31,C00332,United Kingdom
INV002372,SC2674,Cotton Bag,2,2023-06-22 15:26:23.596719,125.11,C00379,Netherlands
INV002373,SC8950,Wall Clock,35,2023-06-22 17:11:14.774954,100.67,C00346,United Kingdom
INV002374,SC9915,Cotton Bag,47,2023-06-22 18:56:05.953190,100.37,C00029,Sweden
INV002375,SC7049,Throw Pillow,19,2023-06-22 20:40:57.131426,105.47,C00358,United Kingdom
INV002376,SC2089,Glass Vase,45,2023-06-22 22:25:48.309661,101.55,C00357,United Kingdom
INV002377,SC5578,Wooden Frame,37,2023-06-23 00:10:39.487897,58.96,C00366,France
INV002378,SC1155,Wall Clock,6,2023-06-23 01:55:30.666133,102.9,C00365,France
INV002379,SC2958,Throw Pillow,14,2023-06-23 03:40:21.844368,134.76,C00285,United Kingdom
INV002380,SC7344,Bamboo Tray,4,2023-06-23 05:25:13.022604,50.89,C00059,France
INV002381,SC6779,Ceramic Bowl,22,2023-06-23 07:10:04.200840,141.82,C00143,Germany
INV002382,SC7144,Cotton Bag,39,2023-06-23 08:54:55.379075,3.52,C00326,Belgium
INV002383,SC6063,Bamboo Tray,36,2023-06-23 10:39:46.557311,53.34,C00352,United Kingdom
INV002384,SC4830,Wall Clock,34,2023-06-23 12:24:37.735547,21.12,C00300,Japan
INV002385,SC9831,Throw Pillow,27,2023-06-23 14:09:28.913782,20.3,C00226,Australia
INV002386,SC7659,Glass Vase,7,2023-06-23 15:54:20.092018,122.59,C00164,United Kingdom
INV002387,SC1441,Cotton Bag,3,2023-06-23 17:39:11.270254,137.88,C00084,United Kingdom
INV002388,SC7040,Ceramic Bowl,47,2023-06-23 19:24:02.448489,117.0,C00377,France
INV002389,SC6925,Glass Vase,33,2023-06-23 21:08:53.626725,146.53,C00313,United Kingdom
INV002390,SC8358,Scented Candle,2,2023-06-23 22:53:44.804960,33.62,C00117,United Kingdom
INV002391,SC5628,Throw Pillow,42,2023-06-24 00:38:35.983196,22.41,C00320,United Kingdom
INV002392,SC7370,Bamboo Tray,16,2023-06-24 02:23:27.161432,78.82,C00204,Netherlands
INV002393,SC1948,Cotton Bag,25,2023-06-24 04:08:18.339667,124.61,C00355,France
INV002394,SC9179,Cotton Bag,15,2023-06-24 05:53:09.517903,7.42,C00294,United Kingdom
INV002395,SC7115,Wall Clock,24,2023-06-24 07:38:00.696139,149.34,C00145,France
INV002396,SC1459,Ceramic Bowl,15,2023-06-24 09:22:51.874374,90.93,C00027,USA
INV002397,SC8568,Metal Lantern,31,2023-06-24 11:07:43.052610,146.87,C00017,United Kingdom
INV002398,SC5646,Scented Candle,14,2023-06-24 12:52:34.230846,55.71,C00063,Belgium
INV002399,SC1392,Glass Vase,14,2023-06-24 14:37:25.409081,69.52,C00267,Australia
INV002400,SC2787,Wooden Frame,6,2023-06-24 16:22:16.587317,113.23,C00064,Sweden
INV002401,SC8374,Wooden Frame,14,2023-06-24 18:07:07.765553,119.22,C00039,United Kingdom
INV002402,SC2138,Cotton Bag,17,2023-06-24 19:51:58.943788,36.11,C00130,Japan
INV002403,SC5741,Wall Clock,18,2023-06-24 21:36:50.122024,139.58,C00115,Australia
INV002404,SC8418,Vintage Mug,20,2023-06-24 23:21:41.300260,130.31,C00045,France
INV002405,SC7362,Cotton Bag,17,2023-06-25 01:06:32.478495,4.2,C00216,France
INV002406,SC3454,Wooden Frame,16,2023-06-25 02:51:23.656731,20.59,C00088,United Kingdom
INV002407,SC4674,Wooden Frame,40,2023-06-25 04:36:14.834966,75.17,C00336,Sweden
INV002408,SC2377,Scented Candle,39,2023-06-25 06:21:06.013202,69.95,C00177,Australia
INV002409,SC7701,Bamboo Tray,32,2023-06-25 08:05:57.191438,106.7,C00265,United Kingdom
INV002410,SC3597,Vintage Mug,44,2023-06-25 09:50:48.369673,14.82,C00105,United Kingdom
INV002411,SC1141,Cotton Bag,9,2023-06-25 11:35:39.547909,97.26,,United Kingdom
INV002412,SC3659,Scented Candle,27,2023-06-25 13:20:30.726145,93.03,C00334,Australia
INV002413,SC5596,Wall Clock,46,2023-06-25 15:05:21.904380,36.19,C00301,Australia
INV002414,SC6661,Scented Candle,33,2023-06-25 16:50:13.082616,82.05,C00171,France
INV002415,SC7142,Cotton Bag,10,2023-06-25 18:35:04.260852,34.5,C00108,United Kingdom
INV002416,SC6626,Throw Pillow,17,2023-06-25 20:19:55.439087,23.32,C00355,France
INV002417,SC9787,Metal Lantern,49,2023-06-25 22:04:46.617323,86.61,C00161,France
INV002418,SC9472,Cotton Bag,49,2023-06-25 23:49:37.795559,146.65,C00283,United Kingdom
INV002419,SC1423,Ceramic Bowl,36,2023-06-26 01:34:28.973794,36.68,C00040,United Kingdom
INV002420,SC7999,Wooden Frame,17,2023-06-26 03:19:20.152030,54.27,C00026,United Kingdom
INV002421,SC5249,Vintage Mug,18,2023-06-26 05:04:11.330266,39.6,C00083,Belgium
INV002422,SC2750,Vintage Mug,23,2023-06-26 06:49:02.508501,41.07,C00173,Spain
INV002423,SC5757,Bamboo Tray,34,2023-06-26 08:33:53.686737,61.52,C00173,Japan
INV002424,SC2967,Metal Lantern,8,2023-06-26 10:18:44.864972,105.73,C00282,United Kingdom
INV002425,SC5088,Ceramic Bowl,13,2023-06-26 12:03:36.043208,7.26,C00070,Belgium
INV002426,SC5178,Wooden Frame,23,2023-06-26 13:48:27.221444,143.63,C00323,Australia
INV002427,SC8789,Vintage Mug,20,2023-06-26 15:33:18.399679,8.37,C00006,Germany
INV002428,SC3946,Ceramic Bowl,22,2023-06-26 17:18:09.577915,132.37,C00284,United Kingdom
INV002429,SC6394,Scented Candle,47,2023-06-26 19:03:00.756151,134.32,C00195,Spain
INV002430,SC8880,Bamboo Tray,23,2023-06-26 20:47:51.934386,79.39,C00013,Belgium
INV002431,SC6075,Cotton Bag,41,2023-06-26 22:32:43.112622,21.84,C00063,United Kingdom
INV002432,SC8230,Cotton Bag,35,2023-06-27 00:17:34.290858,85.42,C00013,United Kingdom
INV002433,SC2531,Throw Pillow,3,2023-06-27 02:02:25.469093,94.85,C00249,Netherlands
INV002434,SC3990,Wooden Frame,34,2023-06-27 03:47:16.647329,128.88,C00205,Japan
INV002435,SC8155,Ceramic Bowl,33,2023-06-27 05:32:07.825565,83.31,C00385,Spain
INV002436,SC5493,Glass Vase,46,2023-06-27 07:16:59.003800,62.49,C00253,United Kingdom
INV002437,SC1933,Vintage Mug,17,2023-06-27 09:01:50.182036,125.99,C00040,Germany
INV002438,SC2460,Wall Clock,45,2023-06-27 10:46:41.360272,147.17,C00165,Germany
INV002439,SC3723,Wall Clock,19,2023-06-27 12:31:32.538507,97.3,C00031,USA
INV002440,SC1285,Cotton Bag,30,2023-06-27 14:16:23.716743,131.35,C00017,Spain
INV002441,SC1264,Glass Vase,23,2023-06-27 16:01:14.894978,90.41,C00137,Australia
INV002442,SC7816,Wall Clock,15,2023-06-27 17:46:06.073214,103.93,C00365,United Kingdom
INV002443,SC2762,Metal Lantern,14,2023-06-27 19:30:57.251450,103.69,C00320,Sweden
INV002444,SC1040,Metal Lantern,2,2023-06-27 21:15:48.429685,106.16,C00313,Netherlands
INV002445,SC6827,Wooden Frame,39,2023-06-27 23:00:39.607921,49.17,C00397,Japan
INV002446,SC9259,Glass Vase,49,2023-06-28 00:45:30.786157,86.99,C00165,Australia
INV002447,SC1987,Metal Lantern,18,2023-06-28 02:30:21.964392,89.73,C00398,USA
INV002448,SC8804,Metal Lantern,6,2023-06-28 04:15:13.142628,48.29,C00281,USA
INV002449,SC8789,Cotton Bag,32,2023-06-28 06:00:04.320864,53.45,C00223,United Kingdom
INV002450,SC6717,Wall Clock,21,2023-06-28 07:44:55.499099,114.69,C00122,Japan
INV002451,SC4198,Wooden Frame,40,2023-06-28 09:29:46.677335,88.03,C00078,United Kingdom
INV002452,SC6374,Ceramic Bowl,28,2023-06-28 11:14:37.855571,23.66,C00313,Spain
INV002453,SC5790,Scented Candle,27,2023-06-28 12:59:29.033806,125.89,C00327,Japan
INV002454,SC8183,Vintage Mug,2,2023-06-28 14:44:20.212042,132.64,C00088,United Kingdom
INV002455,SC3524,Vintage Mug,33,2023-06-28 16:29:11.390278,70.72,C00113,Australia
INV002456,SC3479,Bamboo Tray,16,2023-06-28 18:14:02.568513,32.52,C00100,France
INV002457,SC6154,Scented Candle,39,2023-06-28 19:58:53.746749,142.22,C00303,Spain
INV002458,SC1778,Scented Candle,22,2023-06-28 21:43:44.924984,132.52,C00372,USA
INV002459,SC2492,Vintage Mug,43,2023-06-28 23:28:36.103220,37.79,C00387,Australia
INV002460,SC1660,Vintage Mug,47,2023-06-29 01:13:27.281456,15.7,C00239,USA
INV002461,SC2348,Ceramic Bowl,13,2023-06-29 02:58:18.459691,66.94,C00346,United Kingdom
INV002462,SC8851,Glass Vase,2,2023-06-29 04:43:09.637927,101.94,C00111,United Kingdom
INV002463,SC8156,Glass Vase,14,2023-06-29 06:28:00.816163,27.55,C00090,Germany
INV002464,SC3044,Ceramic Bowl,38,2023-06-29 08:12:51.994398,77.71,C00385,Netherlands
INV002465,SC8368,Wall Clock,41,2023-06-29 09:57:43.172634,64.67,C00139,United Kingdom
INV002466,SC4516,Scented Candle,28,2023-06-29 11:42:34.350870,133.75,C00135,Netherlands
INV002467,SC5577,Throw Pillow,7,2023-06-29 13:27:25.529105,65.29,C00012,Germany
INV002468,SC1727,Scented Candle,18,2023-06-29 15:12:16.707341,80.77,C00244,USA
INV002469,SC8468,Bamboo Tray,41,2023-06-29 16:57:07.885577,143.36,C00182,United Kingdom
INV002470,SC1342,Vintage Mug,36,2023-06-29 18:41:59.063812,46.0,C00195,Netherlands
INV002471,SC2447,Scented Candle,41,2023-06-29 20:26:50.242048,44.42,C00362,Australia
INV002472,SC7581,Vintage Mug,36,2023-06-29 22:11:41.420284,120.24,C00122,Sweden
INV002473,SC7317,Scented Candle,44,2023-06-29 23:56:32.598519,42.71,C00053,Netherlands
INV002474,SC1526,Bamboo Tray,4,2023-06-30 01:41:23.776755,125.03,C00356,USA
INV002475,SC7748,Wall Clock,30,2023-06-30 03:26:14.954990,15.69,C00173,Belgium
INV002476,SC1405,Throw Pillow,24,2023-06-30 05:11:06.133226,18.02,C00179,Netherlands
INV002477,SC8986,Metal Lantern,20,2023-06-30 06:55:57.311462,135.35,C00293,United Kingdom
INV002478,SC4740,Ceramic Bowl,46,2023-06-30 08:40:48.489697,81.81,C00375,USA
INV002479,SC2846,Ceramic Bowl,31,2023-06-30 10:25:39.667933,108.24,C00059,Spain
INV002480,SC2478,Throw Pillow,24,2023-06-30 12:10:30.846169,34.96,C00054,Germany
INV002481,SC1771,Scented Candle,7,2023-06-30 13:55:22.024404,26.19,C00257,Netherlands
INV002482,SC6525,Metal Lantern,26,2023-06-30 15:40:13.202640,125.49,C00245,USA
INV002483,SC9770,Bamboo Tray,13,2023-06-30 17:25:04.380876,54.76,C00149,Japan
INV002484,SC1193,Glass Vase,8,2023-06-30 19:09:55.559111,69.07,C00284,Sweden
INV002485,SC3007,Scented Candle,5,2023-06-30 20:54:46.737347,5.65,C00368,United Kingdom
INV002486,SC2185,Wall Clock,44,2023-06-30 22:39:37.915583,58.8,C00016,Germany
INV002487,SC3394,Vintage Mug,13,2023-07-01 00:24:29.093818,115.91,C00176,United Kingdom
INV002488,SC5005,Wooden Frame,29,2023-07-01 02:09:20.272054,123.46,C00028,United Kingdom
INV002489,SC8429,Scented Candle,20,2023-07-01 03:54:11.450290,105.27,C00368,Belgium
INV002490,SC3261,Wooden Frame,14,2023-07-01 05:39:02.628525,104.29,C00129,Germany
INV002491,SC4736,Scented Candle,32,2023-07-01 07:23:53.806761,76.68,,Australia
INV002492,SC7716,Throw Pillow,27,2023-07-01 09:08:44.984996,81.44,C00372,Netherlands
INV002493,SC5875,Wooden Frame,25,2023-07-01 10:53:36.163232,111.78,C00244,Spain
INV002494,SC9921,Scented Candle,4,2023-07-01 12:38:27.341468,38.22,C00354,United Kingdom
INV002495,SC5378,Ceramic Bowl,21,2023-07-01 14:23:18.519703,35.88,C00238,United Kingdom
INV002496,SC8815,Wooden Frame,18,2023-07-01 16:08:09.697939,142.56,C00232,Germany
INV002497,SC4451,Scented Candle,39,2023-07-01 17:53:00.876175,5.61,C00326,Germany
INV002498,SC8616,Glass Vase,15,2023-07-01 19:37:52.054410,22.21,C00092,Japan
INV002499,SC3800,Vintage Mug,38,2023-07-01 21:22:43.232646,86.19,C00003,USA
INV002500,SC9333,Glass Vase,48,2023-07-01 23:07:34.410882,111.07,C00081,France
INV002501,SC6410,Metal Lantern,24,2023-07-02 00:52:25.589117,81.38,C00044,Belgium
INV002502,SC2455,Scented Candle,8,2023-07-02 02:37:16.767353,54.23,C00155,United Kingdom
INV002503,SC7892,Cotton Bag,28,2023-07-02 04:22:07.945589,146.73,C00024,Spain
INV002504,SC6808,Wall Clock,21,2023-07-02 06:06:59.123824,106.02,C00099,United Kingdom
INV002505,SC7796,Glass Vase,16,2023-07-02 07:51:50.302060,124.96,C00397,Spain
INV002506,SC5796,Wooden Frame,16,2023-07-02 09:36:41.480296,7.48,C00368,Germany
INV002507,SC6093,Throw Pillow,35,2023-07-02 11:21:32.658531,36.53,C00171,United Kingdom
INV002508,SC2325,Wall Clock,17,2023-07-02 13:06:23.836767,57.06,C00148,United Kingdom
INV002509,SC5976,Cotton Bag,9,2023-07-02 14:51:15.015003,28.62,C00123,Germany
INV002510,SC2159,Bamboo Tray,35,2023-07-02 16:36:06.193238,12.33,C00112,Spain
INV002511,SC5650,Scented Candle,29,2023-07-02 18:20:57.371474,34.93,C00130,United Kingdom
INV002512,SC5987,Throw Pillow,39,2023-07-02 20:05:48.549709,80.74,C00068,Netherlands
INV002513,SC5697,Scented Candle,18,2023-07-02 21:50:39.727945,104.82,C00347,Netherlands
INV002514,SC1340,Metal Lantern,12,2023-07-02 23:35:30.906181,116.44,C00316,Netherlands
INV002515,SC4828,Cotton Bag,19,2023-07-03 01:20:22.084416,7.88,C00217,Spain
INV002516,SC2968,Scented Candle,48,2023-07-03 03:05:13.262652,65.06,C00388,United Kingdom
INV002517,SC1703,Wooden Frame,22,2023-07-03 04:50:04.440888,19.65,C00380,Australia
INV002518,SC6482,Metal Lantern,49,2023-07-03 06:34:55.619123,65.53,C00096,Sweden
INV002519,SC7376,Ceramic Bowl,15,2023-07-03 08:19:46.797359,65.95,C00145,Australia
INV002520,SC2800,Bamboo Tray,1,2023-07-03 10:04:37.975595,75.48,C00385,Australia
INV002521,SC6463,Cotton Bag,2,2023-07-03 11:49:29.153830,134.09,C00033,Spain
INV002522,SC5912,Vintage Mug,8,2023-07-03 13:34:20.332066,121.06,C00286,United Kingdom
INV002523,SC5648,Throw Pillow,22,2023-07-03 15:19:11.510302,96.05,C00005,Netherlands
INV002524,SC1855,Glass Vase,25,2023-07-03 17:04:02.688537,132.98,C00118,Belgium
INV002525,SC3866,Scented Candle,2,2023-07-03 18:48:53.866773,102.25,C00140,United Kingdom
INV002526,SC1182,Throw Pillow,9,2023-07-03 20:33:45.045009,123.1,C00230,Belgium
INV002527,SC4112,Throw Pillow,9,2023-07-03 22:18:36.223244,85.22,C00160,United Kingdom
INV002528,SC6670,Vintage Mug,13,2023-07-04 00:03:27.401480,79.49,C00294,Germany
INV002529,SC5492,Vintage Mug,6,2023-07-04 01:48:18.579715,109.03,C00249,USA
INV002530,SC6823,Metal Lantern,30,2023-07-04 03:33:09.757951,4.42,C00273,USA
INV002531,SC2517,Cotton Bag,15,2023-07-04 05:18:00.936187,104.02,C00186,Belgium
INV002532,SC6002,Wooden Frame,15,2023-07-04 07:02:52.114422,140.28,,Sweden
INV002533,SC2356,Bamboo Tray,7,2023-07-04 08:47:43.292658,107.52,C00040,Germany
INV002534,SC4629,Vintage Mug,11,2023-07-04 10:32:34.470894,6.96,,Netherlands
INV002535,SC4628,Vintage Mug,40,2023-07-04 12:17:25.649129,57.62,C00152,Germany
INV002536,SC9210,Glass Vase,38,2023-07-04 14:02:16.827365,121.72,C00140,Germany
INV002537,SC7132,Ceramic Bowl,40,2023-07-04 15:47:08.005601,143.85,C00367,Germany
INV002538,SC7588,Vintage Mug,2,2023-07-04 17:31:59.183836,56.47,C00128,Spain
INV002539,SC4311,Ceramic Bowl,48,2023-07-04 19:16:50.362072,126.42,C00351,France
INV002540,SC7048,Metal Lantern,39,2023-07-04 21:01:41.540308,129.78,C00147,USA
INV002541,SC7246,Wooden Frame,10,2023-07-04 22:46:32.718543,19.81,C00285,Spain
INV002542,SC1987,Throw Pillow,44,2023-07-05 00:31:23.896779,127.1,C00218,United Kingdom
INV002543,SC4321,Vintage Mug,17,2023-07-05 02:16:15.075015,49.65,C00220,Australia
INV002544,SC5615,Scented Candle,7,2023-07-05 04:01:06.253250,89.6,C00145,Germany
INV002545,SC9365,Ceramic Bowl,40,2023-07-05 05:45:57.431486,81.54,C00329,Germany
INV002546,SC4741,Glass Vase,39,2023-07-05 07:30:48.609721,99.96,C00277,USA
INV002547,SC4052,Bamboo Tray,4,2023-07-05 09:15:39.787957,111.46,C00242,France
INV002548,SC7574,Glass Vase,35,2023-07-05 11:00:30.966193,66.97,,Belgium
INV002549,SC1726,Vintage Mug,47,2023-07-05 12:45:22.144428,133.41,C00098,Netherlands
INV002550,SC4760,Cotton Bag,36,2023-07-05 14:30:13.322664,121.71,C00331,France
INV002551,SC6806,Throw Pillow,31,2023-07-05 16:15:04.500900,118.14,C00375,Spain
INV002552,SC2875,Wooden Frame,25,2023-07-05 17:59:55.679135,69.55,C00369,United Kingdom
INV002553,SC7993,Scented Candle,41,2023-07-05 19:44:46.857371,7.08,C00181,United Kingdom
INV002554,SC5033,Cotton Bag,13,2023-07-05 21:29:38.035607,74.6,C00114,United Kingdom
INV002555,SC6443,Glass Vase,18,2023-07-05 23:14:29.213842,134.92,C00103,Germany
INV002556,SC1989,Ceramic Bowl,21,2023-07-06 00:59:20.392078,29.78,C00336,United Kingdom
INV002557,SC4744,Ceramic Bowl,48,2023-07-06 02:44:11.570314,147.41,C00319,Japan
INV002558,SC9611,Cotton Bag,1,2023-07-06 04:29:02.748549,121.44,C00057,France
INV002559,SC1593,Ceramic Bowl,36,2023-07-06 06:13:53.926785,106.91,C00285,Netherlands
INV002560,SC2774,Glass Vase,8,2023-07-06 07:58:45.105021,102.06,C00129,United Kingdom
INV002561,SC1935,Cotton Bag,48,2023-07-06 09:43:36.283256,88.67,C00380,United Kingdom
INV002562,SC4808,Glass Vase,21,2023-07-06 11:28:27.461492,108.52,C00315,United Kingdom
INV002563,SC1331,Scented Candle,43,2023-07-06 13:13:18.639727,64.15,C00086,Netherlands
INV002564,SC8922,Throw Pillow,21,2023-07-06 14:58:09.817963,127.03,C00200,France
INV002565,SC3702,Bamboo Tray,27,2023-07-06 16:43:00.996199,104.91,C00071,France
INV002566,SC6889,Scented Candle,19,2023-07-06 18:27:52.174434,116.03,C00345,Australia
INV002567,SC6054,Scented Candle,23,2023-07-06 20:12:43.352670,119.18,C00098,Spain
INV002568,SC4868,Ceramic Bowl,43,2023-07-06 21:57:34.530906,15.17,C00300,United Kingdom
INV002569,SC5200,Vintage Mug,35,2023-07-06 23:42:25.709141,9.76,C00176,Spain
INV002570,SC1201,Wall Clock,40,2023-07-07 01:27:16.887377,120.45,C00233,France
INV002571,SC3497,Ceramic Bowl,42,2023-07-07 03:12:08.065613,40.02,C00372,Netherlands
INV002572,SC2842,Vintage Mug,48,2023-07-07 04:56:59.243848,87.92,C00075,United Kingdom
INV002573,SC5658,Glass Vase,5,2023-07-07 06:41:50.422084,67.39,C00143,Germany
INV002574,SC8544,Wall Clock,41,2023-07-07 08:26:41.600320,4.77,C00023,United Kingdom
INV002575,SC8718,Ceramic Bowl,8,2023-07-07 10:11:32.778555,7.48,C00181,Japan
INV002576,SC1770,Wall Clock,11,2023-07-07 11:56:23.956791,124.33,C00045,France
INV002577,SC4155,Wall Clock,16,2023-07-07 13:41:15.135027,91.74,C00092,Japan
INV002578,SC2628,Metal Lantern,39,2023-07-07 15:26:06.313262,79.29,C00269,France
INV002579,SC1386,Throw Pillow,47,2023-07-07 17:10:57.491498,141.74,C00034,United Kingdom
INV002580,SC7031,Metal Lantern,24,2023-07-07 18:55:48.669733,27.21,C00166,France
INV002581,SC7439,Vintage Mug,21,2023-07-07 20:40:39.847969,39.81,C00070,United Kingdom
INV002582,SC7401,Wooden Frame,23,2023-07-07 22:25:31.026205,113.88,C00364,Belgium
INV002583,SC5008,Cotton Bag,49,2023-07-08 00:10:22.204440,116.62,C00196,USA
INV002584,SC3466,Bamboo Tray,38,2023-07-08 01:55:13.382676,61.63,C00133,Spain
INV002585,SC3282,Wooden Frame,47,2023-07-08 03:40:04.560912,142.72,C00247,Australia
INV002586,SC2856,Cotton Bag,8,2023-07-08 05:24:55.739147,140.83,C00382,Australia
INV002587,SC8980,Vintage Mug,7,2023-07-08 07:09:46.917383,3.34,C00168,Japan
INV002588,SC2998,Vintage Mug,2,2023-07-08 08:54:38.095619,27.09,C00277,United Kingdom
INV002589,SC6476,Glass Vase,30,2023-07-08 10:39:29.273854,123.3,C00156,Spain
INV002590,SC5669,Bamboo Tray,13,2023-07-08 12:24:20.452090,0.0,C00387,Australia
INV002591,SC5318,Throw Pillow,23,2023-07-08 14:09:11.630326,15.68,C00023,Japan
INV002592,SC8064,Wall Clock,29,2023-07-08 15:54:02.808561,118.07,C00200,USA
INV002593,SC8446,Metal Lantern,38,2023-07-08 17:38:53.986797,69.01,C00275,Japan
INV002594,SC2431,Metal Lantern,37,2023-07-08 19:23:45.165033,74.62,C00050,Australia
INV002595,SC6624,Vintage Mug,20,2023-07-08 21:08:36.343268,29.18,C00186,United Kingdom
INV002596,SC8461,Metal Lantern,33,2023-07-08 22:53:27.521504,99.64,C00020,France
INV002597,SC2819,Vintage Mug,29,2023-07-09 00:38:18.699739,83.36,C00116,Netherlands
INV002598,SC2130,Wall Clock,15,2023-07-09 02:23:09.877975,32.19,C00092,Spain
INV002599,SC7563,Vintage Mug,23,2023-07-09 04:08:01.056211,52.04,C00349,United Kingdom
INV002600,SC3658,Glass Vase,42,2023-07-09 05:52:52.234446,90.14,C00339,France
INV002601,SC4500,Throw Pillow,3,2023-07-09 07:37:43.412682,138.84,C00053,United Kingdom
INV002602,SC9566,Scented Candle,37,2023-07-09 09:22:34.590918,138.18,,Belgium
INV002603,SC3120,Ceramic Bowl,29,2023-07-09 11:07:25.769153,44.25,C00341,United Kingdom
INV002604,SC5020,Throw Pillow,45,2023-07-09 12:52:16.947389,110.74,C00338,Netherlands
INV002605,SC4259,Throw Pillow,8,2023-07-09 14:37:08.125625,116.66,C00265,United Kingdom
INV002606,SC2823,Wooden Frame,22,2023-07-09 16:21:59.303860,121.61,C00004,Germany
INV002607,SC2474,Bamboo Tray,29,2023-07-09 18:06:50.482096,86.26,C00169,Sweden
INV002608,SC3242,Bamboo Tray,2,2023-07-09 19:51:41.660332,3.06,C00281,United Kingdom
INV002609,SC4243,Cotton Bag,41,2023-07-09 21:36:32.838567,114.61,C00290,United Kingdom
